new_user_id,total_gmv,orders,gmv_pct,cum_pct,rank
UID_10125,49952.25,1,0.0007626160632305971,0.0007626160632305971,1
UID_06295,49778.25,1,0.0007599596224295897,0.0015225756856601868,2
UID_11701,49752.5,1,0.0007595664997248429,0.00228214218538503,3
UID_10354,49383.259999999995,2,0.0007539293491422912,0.0030360715345273213,4
UID_05692,49304.5,1,0.0007527269280073065,0.0037887984625346277,5
UID_01682,49193.0,1,0.0007510246685285,0.0045398231310631275,6
UID_11618,48936.2,1,0.0007471041283118407,0.005286927259374968,7
UID_10578,48936.2,1,0.0007471041283118407,0.0060340313876868085,8
UID_04332,48842.8,1,0.0007456781997439438,0.0067797095874307526,9
UID_10856,48837.7,1,0.000745600338548052,0.007525309925978805,10
UID_02916,48669.15,1,0.0007430271023583406,0.008268337028337146,11
UID_09502,48492.75,1,0.0007403340209945606,0.009008671049331706,12
UID_00056,47924.35,1,0.0007316563143779362,0.009740327363709642,13
UID_11890,47761.3,1,0.0007291670461445785,0.010469494409854221,14
UID_00537,47503.85,1,0.0007252365824421683,0.011194730992296389,15
UID_14259,47450.05,1,0.0007244152231600178,0.011919146215456406,16
UID_07542,47315.2,1,0.0007223564815392369,0.012641502696995644,17
UID_14539,47005.7,1,0.0007176313756316979,0.013359134072627342,18
UID_10257,46862.15,1,0.0007154398119708667,0.014074573884598209,19
UID_05474,46848.7,1,0.0007152344721503291,0.014789808356748538,20
UID_09779,46827.85,1,0.0007149161572612429,0.015504724514009782,21
UID_09013,46658.9,1,0.0007123368143110692,0.01621706132832085,22
UID_09866,46351.85,1,0.0007076491123113604,0.01692471044063221,23
UID_04340,46213.7,1,0.0007055399899167674,0.01763025043054898,24
UID_10877,46193.8,1,0.0007052361785837788,0.018335486609132756,25
UID_10704,46055.95,1,0.0007031316362595322,0.01903861824539229,26
UID_14572,45946.1,1,0.0007014545671676319,0.019740072812559923,27
UID_08831,45893.15,1,0.0007006461847514632,0.020440718997311386,28
UID_13491,45627.53,2,0.0006965909904666149,0.021137309987778,29
UID_12182,45494.9,1,0.0006945661413663988,0.0218318761291444,30
UID_06626,45477.8,1,0.0006943050773566446,0.022526181206501045,31
UID_03615,45024.5,1,0.0006873845910629855,0.02321356579756403,32
UID_01471,44937.35,1,0.0006860540806273085,0.02389961987819134,33
UID_08478,44902.55,1,0.0006855227924671072,0.024585142670658446,34
UID_09203,44733.65,1,0.0006829442128619913,0.025268086883520436,35
UID_14755,44634.9,2,0.0006814366063729138,0.02594952348989335,36
UID_08037,44275.6,1,0.0006759512087878449,0.026625474698681196,37
UID_00761,44185.95,1,0.0006745825310992799,0.027300057229780475,38
UID_01683,44151.35,1,0.0006740542963193095,0.027974111526099785,39
UID_04937,44056.9,1,0.0006726123375051994,0.028646723863604985,40
UID_03825,44039.0,1,0.000672339059974521,0.029319062923579504,41
UID_08659,44029.45,1,0.0006721932610684886,0.029991256184647992,42
UID_10550,43911.25,1,0.0006703887133519422,0.030661644897999933,43
UID_10265,43819.1,1,0.0006689818684104892,0.03133062676641042,44
UID_02773,43372.35,1,0.0006621613803193968,0.03199278814672982,45
UID_06621,43277.15,1,0.0006607079713294204,0.03265349611805924,46
UID_07305,43217.65,1,0.0006597995907106851,0.033313295708769924,47
UID_13990,43199.5,1,0.0006595224964547179,0.033972818205224645,48
UID_00326,43096.5,1,0.0006579500056357307,0.03463076821086038,49
UID_13575,42968.65,1,0.0006559981323230365,0.035286766343183416,50
UID_05997,42932.15,1,0.0006554408904308712,0.035942207233614284,51
UID_11411,42861.05,1,0.0006543554137587354,0.03659656264737302,52
UID_12195,42739.73,2,0.0006525032333105846,0.03724906588068361,53
UID_12721,42580.15,1,0.0006500669412242354,0.03789913282190784,54
UID_05590,42466.15,1,0.0006483265144925409,0.038547459336400386,55
UID_13572,42443.55,1,0.000647981482526433,0.03919544081892682,56
UID_06868,42413.6,1,0.0006475242388368342,0.039842965057763656,57
UID_07833,42365.75,1,0.0006467937176165572,0.04048975877538021,58
UID_11085,42330.55,1,0.0006462563226958937,0.04113601509807611,59
UID_11238,42194.75,1,0.0006441830775190154,0.041780198175595126,60
UID_14728,42185.25,1,0.0006440380419580409,0.04242423621755317,61
UID_09038,42179.9,1,0.0006439563640368606,0.043068192581590024,62
UID_07461,41382.35,1,0.0006317802470205186,0.043699972828610545,63
UID_12572,41334.9,1,0.0006310558325607037,0.04433102866117125,64
UID_04955,41330.45,1,0.000630987894850563,0.04496201655602181,65
UID_10035,41138.15,1,0.0006280520697584151,0.04559006862578023,66
UID_01078,41006.45,1,0.0006260414188762732,0.046216110044656505,67
UID_11008,40902.7,1,0.0006244574778814197,0.04684056752253792,68
UID_03612,40884.35,1,0.0006241773302452214,0.047464744852783146,69
UID_13613,40881.45,1,0.0006241330562318713,0.04808887790901502,70
UID_01973,40793.8,1,0.0006227949123456168,0.04871167282136064,71
UID_12031,40750.55,1,0.0006221346188706537,0.04933380744023129,72
UID_05613,40646.25,1,0.0006205422810801648,0.04995434972131146,73
UID_07564,40442.52,2,0.0006174319553078127,0.05057178167661927,74
UID_02614,40187.1,1,0.0006135324834147477,0.051185314160034016,75
UID_14456,40071.0,1,0.0006117599961906272,0.05179707415622464,76
UID_11774,39982.0,1,0.000610401241987813,0.05240747539821246,77
UID_14147,39966.0,1,0.0006101569715693296,0.05301763236978179,78
UID_11089,39940.65,1,0.0006097699556250449,0.05362740232540684,79
UID_13725,39903.56,1,0.000609203706261198,0.054236606031668036,80
UID_06291,39798.88,1,0.00060760556704827,0.0548442115987163,81
UID_14408,39772.64,1,0.0006072049635619572,0.05545141656227826,82
UID_01880,39726.7,1,0.0006065036021228866,0.05605792016440115,83
UID_13693,39643.2,1,0.0006052288158764261,0.05666314898027758,84
UID_12932,39552.55,1,0.000603844871286706,0.057266993851564287,85
UID_08143,39549.16,1,0.0006037931164917898,0.05787078696805607,86
UID_04145,39493.4,1,0.0006029418340833749,0.05847372880213945,87
UID_10897,39480.0,1,0.0006027372576078951,0.05907646605974734,88
UID_07449,39466.15,1,0.0006025258110268953,0.05967899187077424,89
UID_04803,39455.15,1,0.000602357875114188,0.060281349745888425,90
UID_08126,39453.35,1,0.0006023303946921085,0.060883680140580536,91
UID_07368,39388.8,1,0.0006013449162225394,0.061485025056803075,92
UID_05847,39382.8,1,0.0006012533148156082,0.06208627837161868,93
UID_02640,39344.52,1,0.0006006688978393864,0.06268694726945807,94
UID_06133,39326.6,1,0.000600395314970685,0.06328734258442875,95
UID_00301,39300.12,1,0.000599991047428095,0.06388733363185685,96
UID_07444,39262.64,1,0.0005994188439727975,0.06448675247582965,97
UID_02100,39258.8,1,0.0005993602190723616,0.06508611269490201,98
UID_07787,39228.4,1,0.0005988961052772429,0.06568500880017926,99
UID_09174,39213.76,1,0.0005986725978443306,0.06628368139802358,100
UID_13510,39039.12,1,0.0005960063862265839,0.06687968778425017,101
UID_10683,38986.65,1,0.0005952053319229697,0.06747489311617313,102
UID_04281,38927.6,1,0.0005943038214097541,0.06806919693758288,103
UID_07919,38860.75,1,0.0005932832290675281,0.06866248016665041,104
UID_14399,38856.4,1,0.0005932168180475029,0.06925569698469791,105
UID_09467,38831.8,1,0.0005928412522790847,0.069848538236977,106
UID_05305,38813.88,1,0.000592567669410383,0.07044110590638737,107
UID_02146,38791.8,1,0.000592230576232876,0.07103333648262025,108
UID_10972,38750.52,1,0.0005916003585531886,0.07162493684117344,109
UID_07184,38741.95,1,0.0005914695212102884,0.07221640636238373,110
UID_01848,38724.0,1,0.0005911954803345524,0.07280760184271828,111
UID_02952,38703.15,1,0.0005908771654454662,0.07339847900816375,112
UID_05099,38689.28,1,0.0005906654135264433,0.07398914442169019,113
UID_13219,38685.05,1,0.0005906008345345567,0.07457974525622475,114
UID_01470,38645.92,1,0.0005900034406923531,0.0751697486969171,115
UID_13913,38625.92,1,0.0005896981026692488,0.07575944679958635,116
UID_03583,38580.2,1,0.0005890000999484323,0.07634844689953478,117
UID_07270,38471.2,1,0.000587336007722514,0.07693578290725729,118
UID_06112,38468.05,1,0.0005872879169838751,0.07752307082424116,119
